









Frequency of observations in the selected location(s).:
Number of taxa: 	262

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Golden-collared Honeycreeper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Guira Tanager	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-backed Tanager	0.1111111	0.08	0.0015	0.1052632	0.25	0.0	0.0	0.25	0.3333333	0.3333333	0.0	0.4444444	1.0	0.0	0.047619	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	1.0	0.0015	0.0015	0.6666667	0.0909091	0.1111111	1.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.5	0.0	0.0	0.0	
Deep-blue Flowerpiercer	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.1666667	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-black Grassquit	0.1111111	0.12	0.1538462	0.1052632	0.25	0.0	0.0	0.375	0.3333333	0.3333333	0.0909091	0.3333333	0.0	0.0	0.1428571	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0015	0.0	0.0	0.2857143	0.0	0.0	0.2222222	0.0	1.0	0.0	1.0	0.4	0.2	0.037037	0.2	1.0	0.1666667	0.0	0.25	0.0	
Chestnut-bellied Seedeater	0.1111111	0.2	0.0384615	0.1052632	0.1666667	0.0	0.0434783	0.0	0.3333333	0.0	0.0909091	0.2222222	0.0	0.0	0.1904762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1818182	0.0	0.0015	0.0	0.0015	0.5714286	0.6666667	0.0909091	0.2222222	0.0	1.0	0.0	0.0	0.4	0.0	0.1111111	0.2	1.0	0.1666667	0.0	0.5	0.0	
Chestnut-bellied Seed-Finch	0.1111111	0.2	0.0384615	0.1578947	0.25	0.0	0.0434783	0.5	0.3333333	0.1666667	0.0909091	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0015	0.0	0.0	0.1428571	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.1	0.1	0.1111111	0.4	1.0	0.0	0.0	0.0	1.0	
Black-and-white Seedeater	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
Yellow-bellied Seedeater	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-crested Finch	0.0	0.08	0.0769231	0.1578947	0.0833333	0.0	0.1304348	0.0	0.3333333	0.0	0.0	0.0	0.0	0.25	0.0952381	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0015	0.0015	0.0	0.0015	0.1428571	0.0	0.0	0.1111111	1.0	0.0	0.0	0.0	0.1	0.0	0.1481481	0.0	0.0	0.0015	0.0	0.0015	0.0015	
Bananaquit	0.1111111	0.28	0.1923077	0.1052632	0.25	0.0	0.0434783	0.125	0.6666667	0.1666667	0.1818182	0.5555556	0.0	0.0	0.2380952	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.5454545	0.2	0.0015	1.0	0.0	0.1428571	0.6666667	0.1818182	0.5555556	0.0015	1.0	0.0	0.0	0.4	0.3	0.2222222	0.4	1.0	0.5	0.0	0.5	0.0	
Yellow-shouldered Grosbeak	0.0	0.0	0.0	0.0526316	0.0833333	0.0	0.0	0.0	0.3333333	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.2	0.0	0.0	0.0	0.0	0.3333333	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Buff-throated Saltator	0.0	0.0	0.0384615	0.1052632	0.25	0.0	0.0434783	0.25	0.3333333	0.1666667	0.0909091	0.4444444	0.0	0.0	0.2857143	0.0015	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.0	0.3333333	0.0015	0.0	0.0	0.0	0.1	0.0	0.037037	0.2	1.0	0.5	0.0	0.0	0.0	
Slate-colored Grosbeak	0.0015	0.0	0.0769231	0.0	0.0	1.0	0.0434783	0.125	0.3333333	0.0	0.1818182	0.3333333	0.0	0.0	0.047619	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.6666667	0.0	0.3333333	0.0	0.0	0.0	0.0	0.2	0.0	0.0015	0.0	1.0	0.0	0.0	0.0	0.0	

