Rank,Species,wtd-rf,rfpc
88,Orange-billed Sparrow,0.0625,15.384615384615385
89,Red-billed Parrot,0.0625,15.384615384615385
90,White-breasted Wood-Wren,0.0625,15.384615384615385
91,Olive-faced Flatbill,0.0625,15.384615384615385
92,White-thighed Swallow,0.0625,15.384615384615385
93,Golden Tanager,0.0625,15.384615384615385
94,White-bearded Manakin,0.0625,15.384615384615385
95,Blackish Antbird,0.0625,15.384615384615385
96,Red-stained Woodpecker,0.0625,15.384615384615385
97,Ochre-throated Foliage-gleaner,0.0625,15.384615384615385
98,Streaked Xenops,0.0625,15.384615384615385
99,Coraya Wren,0.0625,15.384615384615385
100,Yellow-crowned Tyrannulet,0.0625,15.384615384615385
101,Green Hermit,0.0625,15.384615384615385
102,Yellow-tufted Woodpecker,0.0625,15.384615384615385
103,Striated Heron,0.031859375,7.842307692307693
104,Opal-rumped Tanager,0.031859375,7.842307692307693
105,Lineated Woodpecker,0.031625,7.7846153846153845
106,Turquoise Tanager,0.031578125,7.773076923076923
107,Green-backed Trogon,0.031578125,7.773076923076923
108,Boat-billed Flycatcher,0.031484375,7.75
109,Crested Oropendola,0.031484375,7.75
110,Speckled Spinetail,0.03134375,7.715384615384615
111,Royal Sunangel,0.03134375,7.715384615384615
112,Plain-winged Antshrike,0.03134375,7.715384615384615
113,Slate-throated Redstart,0.03134375,7.715384615384615
114,Golden-bellied Euphonia,0.03134375,7.715384615384615
115,White-bellied Pygmy-Tyrant,0.03134375,7.715384615384615
116,White-lored Tyrannulet,0.03134375,7.715384615384615
117,Epaulet Oriole,0.03134375,7.715384615384615
118,Yellow-throated Tanager,0.03134375,7.715384615384615
119,Swallow-tailed Kite,0.03134375,7.715384615384615
120,Rufous-tailed Foliage-gleaner,0.03134375,7.715384615384615
121,Dusky-capped Flycatcher,0.03134375,7.715384615384615
122,euphonia sp.,0.03125,7.6923076923076925
123,becard sp.,0.03125,7.6923076923076925
124,Olivaceous Greenlet,0.03125,7.6923076923076925
125,Yellow-throated Chlorospingus,0.03125,7.6923076923076925
126,Dark-breasted Spinetail,0.03125,7.6923076923076925
127,Common Chlorospingus,0.03125,7.6923076923076925
128,Great Kiskadee,0.03125,7.6923076923076925
129,Cobalt-winged Parakeet,0.03125,7.6923076923076925
130,Plain-brown Woodcreeper,0.03125,7.6923076923076925
131,Great Antshrike,0.03125,7.6923076923076925
132,White-browed Antbird,0.03125,7.6923076923076925
133,Strong-billed Woodcreeper,0.03125,7.6923076923076925
134,Black-crowned Tityra,0.03125,7.6923076923076925
135,Buff-throated Woodcreeper,0.03125,7.6923076923076925
136,White-crowned Tapaculo,0.03125,7.6923076923076925
137,Olive-backed Woodcreeper,0.03125,7.6923076923076925
138,Thrush-like Antpitta,0.03125,7.6923076923076925
139,Plain-backed Antpitta,0.03125,7.6923076923076925
140,Thrush-like Wren,0.03125,7.6923076923076925
141,Chestnut-crowned Gnateater,0.03125,7.6923076923076925
142,Hairy-crested Antbird,0.03125,7.6923076923076925
143,Brown-billed Scythebill,0.03125,7.6923076923076925
144,Sharpe's Wren,0.03125,7.6923076923076925
145,Zimmer's Antbird,0.03125,7.6923076923076925
146,Bar-winged Wood-Wren,0.03125,7.6923076923076925
147,Uniform Antshrike,0.03125,7.6923076923076925
148,Great Tinamou,0.03125,7.6923076923076925
149,Foothill Schiffornis,0.03125,7.6923076923076925
150,Lemon-browed Flycatcher,0.03125,7.6923076923076925
151,Andean Cock-of-the-rock,0.03125,7.6923076923076925
152,Rusty-winged Antwren,0.03125,7.6923076923076925
153,Green Jay,0.03125,7.6923076923076925
154,Stripe-chested Antwren,0.03125,7.6923076923076925
155,Pygmy Antwren,0.03125,7.6923076923076925
156,Gray-capped Flycatcher,0.03125,7.6923076923076925
157,Foothill Stipplethroat,0.03125,7.6923076923076925
158,Cinereous Antshrike,0.03125,7.6923076923076925
159,Plain Antvireo,0.03125,7.6923076923076925
160,Chestnut-bellied Thrush,0.03125,7.6923076923076925
161,Slaty Antwren,0.03125,7.6923076923076925
162,Golden-faced Tyrannulet,0.03125,7.6923076923076925
163,Laughing Falcon,0.03125,7.6923076923076925
164,Peruvian Racket-tail,0.03125,7.6923076923076925
165,Sparkling Violetear,0.03125,7.6923076923076925
166,Brown Violetear,0.03125,7.6923076923076925
167,Blue Dacnis,0.03125,7.6923076923076925
168,Ecuadorian Piedtail,0.03125,7.6923076923076925
169,Greenish Puffleg,0.03125,7.6923076923076925
170,Flame-faced Tanager,0.03125,7.6923076923076925
171,Rufous-vented Whitetip,0.03125,7.6923076923076925
172,Gray-chinned Hermit,0.03125,7.6923076923076925
173,Saffron-crowned Tanager,0.03125,7.6923076923076925
174,Gould's Jewelfront,0.03125,7.6923076923076925
175,Violet-fronted Brilliant,0.03125,7.6923076923076925
176,Crimson-mantled Woodpecker,0.03125,7.6923076923076925
177,Violet-headed Hummingbird,0.03125,7.6923076923076925
178,Chestnut-headed Crake,0.03125,7.6923076923076925
179,hermit sp.,0.03125,7.6923076923076925
180,White-tipped Swift,0.03125,7.6923076923076925
181,Vermilion Tanager,0.03125,7.6923076923076925
182,Sooty-headed Tyrannulet,0.03125,7.6923076923076925
183,Slate-colored Grosbeak,0.03125,7.6923076923076925
184,Variegated Tinamou,0.03125,7.6923076923076925
185,Bran-colored Flycatcher,0.03125,7.6923076923076925
186,Buff-throated Saltator,0.03125,7.6923076923076925
187,Yellow-shouldered Grosbeak,0.03125,7.6923076923076925
188,Bearded Guan,0.03125,7.6923076923076925
189,Yellow-bellied Seedeater,0.03125,7.6923076923076925
190,Short-tailed Swift,0.03125,7.6923076923076925
191,Torrent Tyrannulet,0.03125,7.6923076923076925
192,Little Cuckoo,0.03125,7.6923076923076925
193,Common Potoo,0.03125,7.6923076923076925
194,Chestnut-collared Swift,0.03125,7.6923076923076925
195,White-collared Swift,0.03125,7.6923076923076925
196,Gray-rumped Swift,0.03125,7.6923076923076925
197,Yellow-olive Flatbill,0.03125,7.6923076923076925
198,Golden-eared Tanager,0.03125,7.6923076923076925
199,Masked Crimson Tanager,0.03125,7.6923076923076925
200,White-throated Screech-Owl,0.03125,7.6923076923076925
201,Buff-rumped Warbler,0.03125,7.6923076923076925
202,Ecuadorian Tyrannulet,0.03125,7.6923076923076925
203,Hepatic Tanager,0.03125,7.6923076923076925
204,Three-striped Warbler,0.03125,7.6923076923076925
205,Rufous-browed Tyrannulet,0.03125,7.6923076923076925
206,Tropical Parula,0.03125,7.6923076923076925
207,Spectacled Bristle-Tyrant,0.03125,7.6923076923076925
208,Golden-headed Quetzal,0.03125,7.6923076923076925
209,Ferruginous Pygmy-Owl,0.03125,7.6923076923076925
210,Cinnamon-breasted Tody-Tyrant,0.03125,7.6923076923076925
211,Shiny Cowbird,0.03125,7.6923076923076925
212,Coppery-chested Jacamar,0.03125,7.6923076923076925
213,Great Jacamar,0.03125,7.6923076923076925
214,Gilded Barbet,0.03125,7.6923076923076925
215,Mountain Cacique,0.03125,7.6923076923076925
216,Olive-striped Flycatcher,0.03125,7.6923076923076925
217,White-throated Toucan,0.03125,7.6923076923076925
218,Little Woodpecker,0.03125,7.6923076923076925
219,Wing-barred Piprites,0.03125,7.6923076923076925
220,Fulvous Shrike-Tanager,0.03125,7.6923076923076925
221,Ringed Kingfisher,0.00046875,0.11538461538461538
222,Mottled Owl,0.000375,0.0923076923076923
223,Rufous-banded Owl,0.000375,0.0923076923076923
224,Gray-breasted Sabrewing,0.000375,0.0923076923076923
225,Turquoise Jay,0.000375,0.0923076923076923
226,Pale-tailed Barbthroat,0.000234375,0.05769230769230769
227,Buff-tailed Sicklebill,0.000234375,0.05769230769230769
228,Tawny-bellied Hermit,0.000234375,0.05769230769230769
229,Blackish Pewee,9.375e-05,0.023076923076923075
230,Blue-tailed Emerald,9.375e-05,0.023076923076923075
231,White-throated Woodpecker,9.375e-05,0.023076923076923075
232,Gray Antbird,9.375e-05,0.023076923076923075
233,Golden-winged Tody-Flycatcher,9.375e-05,0.023076923076923075
234,Black-faced Antbird,9.375e-05,0.023076923076923075
235,Rufous-tailed Tyrant,9.375e-05,0.023076923076923075
236,Ruddy-tailed Flycatcher,9.375e-05,0.023076923076923075
237,Black-and-white Seedeater,9.375e-05,0.023076923076923075
238,Crowned Slaty Flycatcher,9.375e-05,0.023076923076923075
239,Scale-crested Pygmy-Tyrant,9.375e-05,0.023076923076923075
240,Wire-crested Thorntail,9.375e-05,0.023076923076923075
241,Dusky-cheeked Foliage-gleaner,9.375e-05,0.023076923076923075
242,Gray-tailed Piha,9.375e-05,0.023076923076923075
243,Bright-rumped Attila,0.0,0.0
244,Eastern Wood-Pewee,0.0,0.0
245,Olive-chested Flycatcher,0.0,0.0
246,Smoke-colored Pewee,0.0,0.0
247,Western/Eastern Wood-Pewee,0.0,0.0
248,Golden-bellied Flycatcher,0.0,0.0
249,Grayish Mourner,0.0,0.0
250,Euler's Flycatcher,0.0,0.0
251,Western Wood-Pewee,0.0,0.0
252,Olive-sided Flycatcher,0.0,0.0
253,Piratic Flycatcher,0.0,0.0
254,Dusky-chested Flycatcher,0.0,0.0
255,Brown-backed Chat-Tyrant,0.0,0.0
256,Highland Tinamou,0.0,0.0
257,new world flycatcher sp.,0.0,0.0
258,Swallow Tanager,0.0,0.0
259,White-winged Tanager,0.0,0.0
260,Amazonian Grosbeak,0.0,0.0
261,Magpie Tanager,0.0,0.0
262,Superciliaried Hemispingus,0.0,0.0
263,White-shouldered Tanager,0.0,0.0
264,Fulvous-crested Tanager,0.0,0.0
265,Scarlet-bellied Mountain Tanager,0.0,0.0
266,Blue-winged Mountain Tanager,0.0,0.0
267,Fawn-breasted Tanager,0.0,0.0
268,Silvery Tanager,0.0,0.0
269,Opal-crowned Tanager,0.0,0.0
270,Purple Honeycreeper,0.0,0.0
271,Summer Tanager,0.0,0.0
272,Guira Tanager,0.0,0.0
273,tanager sp. (Thraupidae sp.),0.0,0.0
274,Chestnut-vented Conebill,0.0,0.0
275,Glossy Flowerpiercer,0.0,0.0
276,Black Flowerpiercer,0.0,0.0
277,Deep-blue Flowerpiercer,0.0,0.0
278,Masked Flowerpiercer,0.0,0.0
279,Black-billed Seed-Finch,0.0,0.0
280,Sporophila sp.,0.0,0.0
281,Bluish-gray Saltator,0.0,0.0
282,passerine sp.,0.0,0.0
283,Scarlet Tanager,0.0,0.0
284,Canada Warbler,0.0,0.0
285,Red-eyed/Chivi Vireo,0.0,0.0
286,Blue-naped Chlorophonia,0.0,0.0
287,Bank Swallow,0.0,0.0
288,Brown-bellied Swallow,0.0,0.0
289,Barn Swallow,0.0,0.0
290,Tawny-faced Gnatwren,0.0,0.0
291,Wing-banded Wren,0.0,0.0
292,Plain-tailed Wren,0.0,0.0
293,Gray-breasted Wood-Wren,0.0,0.0
294,Musician Wren,0.0,0.0
295,wren sp.,0.0,0.0
296,Swainson's Thrush,0.0,0.0
297,Pale-eyed Thrush,0.0,0.0
298,White-vented Euphonia,0.0,0.0
299,Blackburnian Warbler,0.0,0.0
300,Bronze-green Euphonia,0.0,0.0
301,Rufous-bellied Euphonia,0.0,0.0
302,Olivaceous Siskin,0.0,0.0
303,Chestnut-capped Brushfinch,0.0,0.0
304,Roraiman Flycatcher,0.0,0.0
305,Yellow-billed Cacique,0.0,0.0
306,Olive Oropendola,0.0,0.0
307,oropendola sp.,0.0,0.0
308,Solitary Black Cacique,0.0,0.0
309,Giant Cowbird,0.0,0.0
310,Northern Waterthrush,0.0,0.0
311,Yellow-breasted Brushfinch,0.0,0.0
312,Striped Treehunter,0.0,0.0
313,Red-billed Tyrannulet,0.0,0.0
314,Short-tailed Hawk,0.0,0.0
315,Broad-winged Hawk,0.0,0.0
316,White Hawk,0.0,0.0
317,Barred Hawk,0.0,0.0
318,Double-toothed Kite,0.0,0.0
319,Tiny Hawk,0.0,0.0
320,Accipitrine hawk sp. (former Accipiter sp.),0.0,0.0
321,Bicolored Hawk,0.0,0.0
322,Sharp-shinned Hawk,0.0,0.0
323,Black-and-chestnut Eagle,0.0,0.0
324,Black-and-white Hawk-Eagle,0.0,0.0
325,Gray-headed Kite,0.0,0.0
326,Great Egret,0.0,0.0
327,Western Cattle-Egret,0.0,0.0
328,Neotropic Cormorant,0.0,0.0
329,Anhinga,0.0,0.0
330,Hoatzin,0.0,0.0
331,Spotted Sandpiper,0.0,0.0
332,Zone-tailed Hawk,0.0,0.0
333,Tropical Screech-Owl,0.0,0.0
334,White-fronted Tyrannulet,0.0,0.0
335,Foothill Screech-Owl,0.0,0.0
336,Ivory-billed Aracari,0.0,0.0
337,Many-banded Aracari,0.0,0.0
338,Lettered Aracari,0.0,0.0
339,Red-headed Barbet,0.0,0.0
340,White-fronted Nunbird,0.0,0.0
341,Lanceolated Monklet,0.0,0.0
342,Black-streaked Puffbird,0.0,0.0
343,Western Striolated-Puffbird,0.0,0.0
344,White-necked Puffbird,0.0,0.0
345,Green Kingfisher,0.0,0.0
346,Broad-billed Motmot,0.0,0.0
347,Andean Motmot,0.0,0.0
348,new world trogon sp.,0.0,0.0
349,Masked Trogon,0.0,0.0
350,Blue-crowned Trogon,0.0,0.0
351,Crested Quetzal,0.0,0.0
352,Subtropical Pygmy-Owl,0.0,0.0
353,Gray-breasted Crake,0.0,0.0
354,Rufous-sided Crake,0.0,0.0
355,Blackish Rail,0.0,0.0
356,hummingbird sp.,0.0,0.0
357,Lesser Swallow-tailed Swift,0.0,0.0
358,Pale-rumped Swift,0.0,0.0
359,Spot-fronted Swift,0.0,0.0
360,White-chinned Swift,0.0,0.0
361,Black-billed Cuckoo,0.0,0.0
362,pigeon/dove sp.,0.0,0.0
363,White-throated Quail-Dove,0.0,0.0
364,Gray-fronted Dove,0.0,0.0
365,Band-tailed Pigeon,0.0,0.0
366,Scaled Pigeon,0.0,0.0
367,Pale-vented Pigeon,0.0,0.0
368,Rock Pigeon,0.0,0.0
369,Wattled Guan,0.0,0.0
370,Sickle-winged Guan,0.0,0.0
371,Comb Duck,0.0,0.0
372,Cinereous Tinamou,0.0,0.0
373,White-throated Tinamou,0.0,0.0
374,White-necked Jacobin,0.0,0.0
375,Great-billed Hermit,0.0,0.0
376,Black-throated Hermit,0.0,0.0
377,Great Sapphirewing,0.0,0.0
378,Golden-tailed Sapphire,0.0,0.0
379,Fork-tailed Woodnymph,0.0,0.0
380,Napo Sabrewing,0.0,0.0
381,Little Woodstar,0.0,0.0
382,White-bellied Woodstar,0.0,0.0
383,Black-throated Brilliant,0.0,0.0
384,Chestnut-breasted Coronet,0.0,0.0
385,Rainbow Starfrontlet,0.0,0.0
386,Green-fronted Lancebill,0.0,0.0
387,Shining Sunbeam,0.0,0.0
388,Long-tailed Sylph,0.0,0.0
389,Spangled Coquette,0.0,0.0
390,Black-bellied Thorntail,0.0,0.0
391,Black-eared Fairy,0.0,0.0
392,Lesser Violetear,0.0,0.0
393,Blue-fronted Lancebill,0.0,0.0
394,Golden-collared Toucanet,0.0,0.0
395,Yellow-throated Toucan,0.0,0.0
396,Yellow-vented Woodpecker,0.0,0.0
397,Ruddy Foliage-gleaner,0.0,0.0
398,Green-backed Becard,0.0,0.0
399,White-browed Purpletuft,0.0,0.0
400,Spangled Cotinga,0.0,0.0
401,Amazonian Umbrellabird,0.0,0.0
402,Scarlet-breasted Fruiteater,0.0,0.0
403,Golden-headed Manakin,0.0,0.0
404,White-crowned Manakin,0.0,0.0
405,Striolated Manakin,0.0,0.0
406,Blue-rumped Manakin,0.0,0.0
407,Jet Manakin,0.0,0.0
408,Dwarf Tyrant-Manakin,0.0,0.0
409,furnariid sp.,0.0,0.0
410,Dusky Spinetail,0.0,0.0
411,Ash-browed Spinetail,0.0,0.0
412,Spectacled Prickletail,0.0,0.0
413,Mouse-colored Thistletail,0.0,0.0
414,Spotted Barbtail,0.0,0.0
415,Chestnut-crowned Becard,0.0,0.0
416,Black-and-white/Cryptic Becard,0.0,0.0
417,Sharpbill,0.0,0.0
418,Yellow-browed Tody-Flycatcher,0.0,0.0
419,Mottle-backed Elaenia,0.0,0.0
420,Foothill Elaenia,0.0,0.0
421,Forest Elaenia,0.0,0.0
422,Cliff Flycatcher,0.0,0.0
423,Cinnamon Flycatcher,0.0,0.0
424,Gray-crowned Flatbill,0.0,0.0
425,Yellow-margined Flatbill,0.0,0.0
426,Rusty-fronted Tody-Flycatcher,0.0,0.0
427,Tawny-breasted Flycatcher,0.0,0.0
428,Black-and-white Tody-Flycatcher,0.0,0.0
429,Black-throated Tody-Tyrant,0.0,0.0
430,White-eyed Tody-Tyrant,0.0,0.0
431,Ochre-bellied Flycatcher,0.0,0.0
432,Streak-necked Flycatcher,0.0,0.0
433,White-throated Spadebill,0.0,0.0
434,Black-tailed Flycatcher,0.0,0.0
435,Eastern Woodhaunter,0.0,0.0
436,Buff-fronted Foliage-gleaner,0.0,0.0
437,Powerful Woodpecker,0.0,0.0
438,Buff-browed Foliage-gleaner,0.0,0.0
439,Fasciated Antshrike,0.0,0.0
440,parrot sp.,0.0,0.0
441,Military Macaw,0.0,0.0
442,Dusky-headed Parakeet,0.0,0.0
443,White-necked Parakeet,0.0,0.0
444,Maroon-tailed Parakeet,0.0,0.0
445,Scaly-naped Amazon,0.0,0.0
446,Pionus sp.,0.0,0.0
447,Spot-winged Parrotlet,0.0,0.0
448,Bat Falcon,0.0,0.0
449,Barred Forest-Falcon,0.0,0.0
450,Collared Forest-Falcon,0.0,0.0
451,Buckley's Forest-Falcon,0.0,0.0
452,Spot-breasted Woodpecker,0.0,0.0
453,Golden-olive Woodpecker,0.0,0.0
454,Crimson-crested Woodpecker,0.0,0.0
455,Crimson-bellied Woodpecker,0.0,0.0
456,White-shouldered Antshrike,0.0,0.0
457,Russet Antshrike,0.0,0.0
458,Dusky-throated Antshrike,0.0,0.0
459,Scaled Antpitta,0.0,0.0
460,Montane Foliage-gleaner,0.0,0.0
461,Rufous-rumped Foliage-gleaner,0.0,0.0
462,Slender-billed Xenops,0.0,0.0
463,Yungas Long-tailed Woodcreeper (undescribed form),0.0,0.0
464,Short-tailed Antthrush,0.0,0.0
465,Black-faced Antthrush,0.0,0.0
466,Long-tailed Tapaculo,0.0,0.0
467,Common Scale-backed Antbird,0.0,0.0
468,Ornate Stipplethroat,0.0,0.0
469,Spot-backed Antbird,0.0,0.0
470,White-plumed Antbird,0.0,0.0
471,Spot-winged Antbird,0.0,0.0
472,Western Fire-eye,0.0,0.0
473,Black Antbird,0.0,0.0
474,Yellow-browed Antbird,0.0,0.0
475,Moustached Antwren,0.0,0.0
476,bird sp.,0.0,0.0
